Name,Email,City,Business
"Air Tech Plumbing, Heating, Cooling & Green Energy",info@airtechmechanical.ca,,"Air Tech Plumbing, Heating, Cooling & Green Energy"
Kelowna Plumbing Solutions,kpsolutions@shaw.ca,,Kelowna Plumbing Solutions
Sure mechanical solutions,suremechanicalsolutions@gmail.com,,Sure mechanical solutions
Christman Plumbing & Heating,info@cphltd.ca,,Christman Plumbing & Heating
Knox Mountain Mechanical Ltd.,knoxmtnmechanical@outlook.com,,Knox Mountain Mechanical Ltd.
Rival Plumbing Ltd,RIVALKELOWNA@GMAIL.COM,,Rival Plumbing Ltd
Vision Plumbing Heating Cooling,info@visionplumbingandheating.com,,Vision Plumbing Heating Cooling
Rite Tech Plumbing,ritetechplumbing@hotmail.com,,Rite Tech Plumbing
"Okanagan Heating , Air Conditioning & Plumbing LTD",info@okhac.com,,"Okanagan Heating , Air Conditioning & Plumbing LTD"
Westpoint Projects Inc.,admin@westpointprojects.com,,Westpoint Projects Inc.
Souleau Contracting Inc.,justin@souleau.com,,Souleau Contracting Inc.
Victor Projects Ltd,info@victorprojects.ca,,Victor Projects Ltd
Kelowna Business Brokers - Carlo Giusto - *PREC,carlo@kelownabusinessbrokers.ca,,Kelowna Business Brokers - Carlo Giusto - *PREC
BRENT MARSHALL,brent@commercialfinders.com,,BRENT MARSHALL
Norsteel Building Systems Ltd.,info@norsteel.build,,Norsteel Building Systems Ltd.
Attic to Alley Home Inspections,tara@attictoalley.ca,,Attic to Alley Home Inspections
Hex Scaffolding Inc.,HexScaffolding@gmail.com,,Hex Scaffolding Inc.
Troika Developments,info@troikagroup.ca,,Troika Developments
Metal Structure Concepts,info@mscsteel.com,,Metal Structure Concepts
Simps Modern Beverage,orders@simpsmb.com,,Simps Modern Beverage
Commercial Finders Canada,manager@businessfinderscanada.com,,Commercial Finders Canada
The Shore Kelowna,stay@theshorekelowna.com,,The Shore Kelowna
NCA Commercial Inc.,info@ncacommercial.com,,NCA Commercial Inc.
Oakwyn Realty OKGN-Letnick Estates åºæ´çº³(å¥¥è¯çº³æ ¹æ¹)è±åå°äº§,convey@realestateoakwyn.ca,,Oakwyn Realty OKGN-Letnick Estates åºæ´çº³(å¥¥è¯çº³æ ¹æ¹)è±åå°äº§
Adam Kilshaw - Kilshaw Homes,adam@kilshawhomes.com,,Adam Kilshaw - Kilshaw Homes
Eric Steinbach - Chamberlain Property Group,eric@recrew.ca,,Eric Steinbach - Chamberlain Property Group
HILBERT&CRICK Real Estate Group,info@hilbertcrick.ca,,HILBERT&CRICK Real Estate Group
PELLERIN Real Estate Group - Jessika Pellerin & Steffie Pellerin,DMCA@haynesboone.com,,PELLERIN Real Estate Group - Jessika Pellerin & Steffie Pellerin
Liz's Bookkeeping,lizsbookkeeping09@gmail.com,,Liz's Bookkeeping
The Tax Pros Income Tax Service,info@thetaxprosonline.com,,The Tax Pros Income Tax Service
WittCPA Inc.,theresa@wittcpa.ca,,WittCPA Inc.
Lifestyle Virtual Assistant Services,ashley@lifestylevirtualassistantservices.com,,Lifestyle Virtual Assistant Services
Firefly Bookkeeping,Haven@fireflybookkeeping.ca,,Firefly Bookkeeping
Horizon Chartered Professional Accountants,admin@horizoncpa.ca,,Horizon Chartered Professional Accountants
Lagace Lisa,llagace@telus.net,,Lagace Lisa
Lydia H. Thomson Law Corporation,thomsonlaw@shaw.ca,,Lydia H. Thomson Law Corporation
AUDRA BAYER LAW,abayer@fhplawyers.com,,AUDRA BAYER LAW
Martell Elite Fitness,travis@martellelitefitness.com,,Martell Elite Fitness
Inside Out Pilates,insideoutpilates@telus.net,,Inside Out Pilates
Fitness Superstore,fitfirst88@gmail.com,,Fitness Superstore
Spa At The Cove,covespa@shaw.ca,,Spa At The Cove
Sendero Health & Beauty,info@senderokelowna.ca,,Sendero Health & Beauty
Peachland Laser & Aesthetics,info@eaglesnestretreat.ca,,Peachland Laser & Aesthetics
NEXT Clinic,info@nextclinic.ca,,NEXT Clinic
Revive Skincare,info@reviveskincare.ca,,Revive Skincare
Luxe Laser Studio - Kelowna - 50% Off Laser Hair Removal,luxelaserstudio@gmail.com,,Luxe Laser Studio - Kelowna - 50% Off Laser Hair Removal
Pagdin Health - Dr Grant Pagdin MD,info@pagdinhealth.com,,Pagdin Health - Dr Grant Pagdin MD
C D Bakala MD Inc,info@facesofkelowna.com,,C D Bakala MD Inc
Lakeland Dental Centre,lakelanddentalcentre@gmail.com,,Lakeland Dental Centre
David M. Fortunat Denture Clinic,fortunatdentures@gmail.com,,David M. Fortunat Denture Clinic
Shore Dental Centre,info@shoredental.ca,,Shore Dental Centre
West Kelowna Orthodontics,info@westkelownaorthodontists.ca,,West Kelowna Orthodontics
Okanagan Smiles,hello@okanagansmiles.com,,Okanagan Smiles
Keystone Property Management LTD,OFFICE@KEYSTONE.PM,,Keystone Property Management LTD
Harbour ridge,harbour.ridge@associatedpm.ca,,Harbour ridge
La Co-Host Inc.,lacohost@gmail.com,,La Co-Host Inc.
Barb van Steenoven Royal LePage Kelowna,Barbv@royallepage.ca,,Barb van Steenoven Royal LePage Kelowna
Stay In The Okanagan & Copper Sky Vacation Rentals,marit.coppersky@gmail.com,,Stay In The Okanagan & Copper Sky Vacation Rentals
Proper Measure Okanagan Valley Ltd.,jeff@propermeasure.com,,Proper Measure Okanagan Valley Ltd.
Chiropractic Connection and Massage Therapy,chiropracticconnection@shaw.ca,,Chiropractic Connection and Massage Therapy
Kristin Ross RMT,kristinrossrmt@gmail.com,,Kristin Ross RMT
Connected Collective Massage and Counselling Services,interconnectedokanagan@gmail.com,,Connected Collective Massage and Counselling Services
Lakeshore Massage Therapy - Amanda Schrik R.M.T.,amanda@lakeshoremassagetherapy.ca,,Lakeshore Massage Therapy - Amanda Schrik R.M.T.
Balsam Center - Registered Massage Therapy,balsamcenterkelowna@gmail.com,,Balsam Center - Registered Massage Therapy
West Kelowna Integrative Health Centre,hello@westkelownaihc.com,,West Kelowna Integrative Health Centre
Chang Thai Massage & Spa,nat_cha3421@hotmail.com,,Chang Thai Massage & Spa
Amour Mio Sauna,info@amourmiosauna.ca,,Amour Mio Sauna
"Celina Lai, RMT",celinalai.rmt@gmail.com,,"Celina Lai, RMT"
Tara O'Kane - Nurturing Touch Massage Therapy,taraokane@hotmail.com,,Tara O'Kane - Nurturing Touch Massage Therapy
Creekside Massage Therapy,jon@creeksidemassagetherapy.ca,,Creekside Massage Therapy
Jason Coward Royal Lepage West Kelowna,jason@jasoncoward.ca,,Jason Coward Royal Lepage West Kelowna
MacDermott Holmes & Associates,Crista@macdermottholmes.ca,,MacDermott Holmes & Associates
Todd Simpson Team,info@simpsonrealtors.com,,Todd Simpson Team
Van Dolder Mortgages,craig@vandoldermortgages.com,,Van Dolder Mortgages
Blaney Mortgage Inc - Mortgage Broker,Clayton@BlaneyMortgage.com,,Blaney Mortgage Inc - Mortgage Broker
Centum Mortgage Store: Cody Keus,hello@centum.ca,,Centum Mortgage Store: Cody Keus
Cody Chambers - Mortgage Broker Kelowna - DLC BlueTree Mortgages West,codychambers@dominionlending.ca,,Cody Chambers - Mortgage Broker Kelowna - DLC BlueTree Mortgages West
Ron Van Steenoven & Associates Ltd.,info@rvsa.ca,,Ron Van Steenoven & Associates Ltd.
ForJars Canning Supply,support@forjars.ca,,ForJars Canning Supply
Century Packaging Ltd.,office@centurypackaging.com,,Century Packaging Ltd.
Movable Spaces,info@movablespaces.com,,Movable Spaces
Kalala Organic Estate Winery,wines@kalala.ca,,Kalala Organic Estate Winery
Beaumont Family Estate Winery,info@beaumontwinery.com,,Beaumont Family Estate Winery
ASTEC Digital - Canada (West),contact.digital@astecindustries.com,,ASTEC Digital - Canada (West)
The Market at Quails' Gate,info@quailsgate.com,,The Market at Quails' Gate
The Gallery Winery,thegallerywinery@gmail.com,,The Gallery Winery
Rad Jamz,Kyla@radjamz.com,,Rad Jamz
First Response Fire Protection,info@firstresponsefire.ca,,First Response Fire Protection
Canadian Appliance Parts,cdnappparts@gmail.com,,Canadian Appliance Parts
Rotobec,rotobec@rotobec.com,,Rotobec
Pure Lignin Environmental Technology,info@purelignin.com,,Pure Lignin Environmental Technology
Joe & Sons Concrete Ltd,kris@joeandsons.ca,,Joe & Sons Concrete Ltd
EverPresent Giving,stories@everpresentgiving.com,,EverPresent Giving
Terracom Systems Ltd,sales@terracomsystems.com,,Terracom Systems Ltd
Everwood Custom Woodworking Ltd,Info@everwooddoors.com,,Everwood Custom Woodworking Ltd
Tender Hope Winery,info@tenderhopewinery.com,,Tender Hope Winery
Okanagan Pasta Company,info@okanaganpastacompany.com,,Okanagan Pasta Company
Frind Estate Winery,info@frindwinery.com,,Frind Estate Winery
Lakeview Roof Service,sales@lakeviewroofservice.com,,Lakeview Roof Service
Orca Asphalt Maintenance Inc.,admin@orcaasphaltmaintenance.ca,,Orca Asphalt Maintenance Inc.
Anomar Construction Corp - Excavating West Kelowna,anomarconstruction@gmail.com,,Anomar Construction Corp - Excavating West Kelowna
TOP FORM PROJECTS CO.,info@topformprojects.ca,,TOP FORM PROJECTS CO.
Medel Homes,info@medelhomes.ca,,Medel Homes
Ground to Sky Construction,groundtoskyconstruction@gmail.com,,Ground to Sky Construction
AMPD General Contracting and Electrical Services Ltd,AMPD@telus.net,,AMPD General Contracting and Electrical Services Ltd
Skilltech Builders Inc.,admin@skilltechbuilders.ca,,Skilltech Builders Inc.
Time for a change | General contractor | Renovations | Home Improvement | Loca Handyman | Kelowna,homerenodave@gmail.com,,Time for a change | General contractor | Renovations | Home Improvement | Loca Handyman | Kelowna
Ashbury Homes Ltd,contact@ashburyhomes.ca,,Ashbury Homes Ltd
Civil X Contracting,info@civilxcontracting.ca,,Civil X Contracting
Grand Irish Construction Inc.,hello@grandirish.com,,Grand Irish Construction Inc.
Valleywide Custom Builders - General Contracting,shawn@valleywidebuilders.ca,,Valleywide Custom Builders - General Contracting
BlueJay Plumbing Solutions,bluejayplumbingsolutions@gmail.com,,BlueJay Plumbing Solutions
HELP Plumbing and Heating Services,helpmail360@gmail.com,,HELP Plumbing and Heating Services
Mario's Plumbing,info@mariosplumbing.ca,,Mario's Plumbing
CNC Plumbing & Heating Ltd,cncplumbingandheatingltd@gmail.com,,CNC Plumbing & Heating Ltd
Hawthorne Plumbing And Heating Ltd.,info@hawthorneplumbing.ca,,Hawthorne Plumbing And Heating Ltd.
Triumph Heating & Air Conditioning,michelle@triumphheatandair.com,,Triumph Heating & Air Conditioning
"Resolve Plumbing, Heating and Air Conditioning",resolveplumbing250@gmail.com,,"Resolve Plumbing, Heating and Air Conditioning"
Valley Hardscapes,info@valleyhardscapes.ca,,Valley Hardscapes
Burton Marine Pile Driving,info@burtonpiledriving.com,,Burton Marine Pile Driving
Freeport Industries,info@freeportindustries.ca,,Freeport Industries
LAING Service (Roof Repairs & Maintenance),service@laingroofing.com,,LAING Service (Roof Repairs & Maintenance)
Gentry Home Builders Okanagan,info@gentryhomes.ca,,Gentry Home Builders Okanagan
Agent Tech Mastery - Real Estate Tech Coach & Consultant,ATM@AgentTechMastery.com,,Agent Tech Mastery - Real Estate Tech Coach & Consultant
Fairstone,Guessed: info@branches.fairstone.ca,,Fairstone
Chamberlain Property Group,info@cpg.email,,Chamberlain Property Group
Josh Janz Real Estate Agents - RE MAX Penticton REALTORS Â®,josh@joshjanz.com,,Josh Janz Real Estate Agents - RE MAX Penticton REALTORS Â®
Team CHAPMAN - Royal LePage Locations West,info@teamchapman.ca,,Team CHAPMAN - Royal LePage Locations West
Heidi Harbinson - Penticton REALTOR - Chamberlain Property Group,heidi@harbinsonrealestate.com,,Heidi Harbinson - Penticton REALTOR - Chamberlain Property Group
neuHouzz Real Estate Group - eXp Realty,sergej@neuhouzz.ca,,neuHouzz Real Estate Group - eXp Realty
Front Street Realty,admin@frontstreetrealty.net,,Front Street Realty
MAAP Group Real Estate,info@maapgroup.com,,MAAP Group Real Estate
Dominion Lending Centres Clearmortgage,info@clearmortgage.ca,,Dominion Lending Centres Clearmortgage
Mortgage Advantage West - Dan Macor,dan@mawest.ca,,Mortgage Advantage West - Dan Macor
"Sunshine Mortgages - Erika Makauskas, Mortgage Professional",erika@sunshine-mortgages.ca,,"Sunshine Mortgages - Erika Makauskas, Mortgage Professional"
Your Equity Mortgage - Home Equity Loan | Private Mortgage Lenders Okanagan BC,jeff@yourequity.ca,,Your Equity Mortgage - Home Equity Loan | Private Mortgage Lenders Okanagan BC
Robyn Bella - DLC Clearmortgage,robyn@clearmortgage.ca,,Robyn Bella - DLC Clearmortgage
"Gitta Schoenne, Verico Compass Mortgage Group",gschoenne@gmail.com,,"Gitta Schoenne, Verico Compass Mortgage Group"
Robbie Bonthoux: The Mortgage Group - Penticton,robbie.b@mortgagegroup.com,,Robbie Bonthoux: The Mortgage Group - Penticton
Dominion Lending Centres Clearmortgage: Jenna Mullins,jenna@clearmortgage.ca,,Dominion Lending Centres Clearmortgage: Jenna Mullins
"DLC Clearmortgage.ca, Harry Howard",harry@clearmortgage.ca,,"DLC Clearmortgage.ca, Harry Howard"
Wildstone Construction,info@wildstone.com,,Wildstone Construction
Showtime Home Builders Ltd.,office@showtimehb.com,,Showtime Home Builders Ltd.
Penticton Collision Centre,pentictoncollision@shawbiz.ca,,Penticton Collision Centre
Wild Mountain Clinical Counselling,info@wildmountaincounselling.ca,,Wild Mountain Clinical Counselling
OK Clinical Therapy Group - Penticton Counselling,info@okclinical.com,,OK Clinical Therapy Group - Penticton Counselling
Soul Centered Counselling & Holistic Services,SoulCenteredCounselling@gmail.com,,Soul Centered Counselling & Holistic Services
"Moksha Psychotherapy RCC Counseling Services, Penticton, BC.",yvettezwyssig@gmail.com,,"Moksha Psychotherapy RCC Counseling Services, Penticton, BC."
Incentive Counselling,reception@incentivecounselling.ca,,Incentive Counselling
Credible Cremation Services,nolan@afh.ca,,Credible Cremation Services
Hansons' Arbor Funeral Chapels & Crematorium Inc.,info@hansonsfuneral.ca,,Hansons' Arbor Funeral Chapels & Crematorium Inc.
Bethel Church Penticton,info@betheltab.ca,,Bethel Church Penticton
Penticton Alliance Church,office@pentictonalliance.org,,Penticton Alliance Church
New Beginnings Church,contact@newbeginningschurch.ca,,New Beginnings Church
Saint Saviour's Penticton,stsav@shaw.ca,,Saint Saviour's Penticton
St. John Vianney Parish,heart4joy@shaw.ca,,St. John Vianney Parish
Penticton First Baptist Church,office@fbcpenticton.com,,Penticton First Baptist Church
Penticton Seventh-Day Adventist Church,prayerchainsda@gmail.com,,Penticton Seventh-Day Adventist Church
Waycon Manufacturing Ltd,info@waycon.net,,Waycon Manufacturing Ltd
I.B.C. International Bar Coding Systems & Consulting Inc,sales@ibcworld.net,,I.B.C. International Bar Coding Systems & Consulting Inc
Familia Tattoos,Pentictontattoos@gmail.com,,Familia Tattoos
URGE 3 Tattoos,info@urge3tattoos.com,,URGE 3 Tattoos
Peaches & Creme Studio,peachesncreme17@gmail.com,,Peaches & Creme Studio
Stuart Bish Photography & Design,stuartbish@stuartbish.com,,Stuart Bish Photography & Design
Lisa Haywood Photography-Penticton Photographer,info@lisahaywoodphotography.com,,Lisa Haywood Photography-Penticton Photographer
Tumbleweed Custom Picture Framing & Art Gallery,penticton.tumbleweed@gmail.com,,Tumbleweed Custom Picture Framing & Art Gallery
The Lloyd Gallery,art@lloydgallery.com,,The Lloyd Gallery
Penticton Computer Tech-Ease,colin@tech-ease.ca,,Penticton Computer Tech-Ease
Alkaloid Networks,help@alkaloid.ca,,Alkaloid Networks
Unity Cannabis,info@unitycannabis.ca,,Unity Cannabis
Classic Leisure Lifestyles,info@classicleisurelifestyles.com,,Classic Leisure Lifestyles
